accession	mechanism
Q5K0C7	unassigned
Q5K0C8	unassigned
Q5K0C9	unassigned
Q5K0D0	unassigned
Q5K0D1	unassigned
Q5K0D2	convertase
Q5K0D3	unassigned
Q5K0D5	unassigned
Q5K0D6	unassigned
Q5K0D7	unassigned
Q5K0D8	unassigned
Q5K2P8	zymogen_protease
Q5K2P9	zymogen_protease
Q5K4E3	zymogen_protease
Q5KK80	unassigned
Q5KT10	negative
Q5KT11	negative
Q5KWP3	unassigned
Q5M158	unassigned
Q5M872	zymogen_protease
Q5MCS0	zymogen_protease
Q5MGC9	convertase
Q5MGE6	convertase
Q5MJS3	unassigned
Q5N337	unassigned
Q5N4D2	unassigned
Q5N5R2	unassigned
Q5NVC3	negative
Q5NVH5	convertase
Q5NVQ3	unassigned
Q5NVR8	convertase
Q5P7I9	negative_context
Q5PFN4	zymogen_protease
Q5PP12	unassigned
Q5PQL7	negative
Q5PU89	unassigned
Q5Q113	unassigned
Q5Q114	unassigned
Q5QFG1	unassigned
Q5R1M5	zymogen_protease
Q5R1V9	unassigned
Q5R231	convertase
Q5R412	unassigned
Q5R4R0	negative
Q5R510	unassigned
Q5R537	convertase
Q5R551	unassigned
Q5R5A3	negative_context
Q5R5C1	unassigned
Q5R5H4	negative
Q5R6D1	zymogen_protease
Q5R790	negative
Q5R7A9	unassigned
Q5R7H8	negative
Q5R7P4	zymogen_protease
Q5R876	negative
Q5R8S2	zymogen_protease
Q5R8X6	zymogen_protease
Q5RAB7	negative_context
Q5RAD6	unassigned
Q5RB02	zymogen_protease
Q5RB45	unassigned
Q5RBU7	zymogen_protease
Q5RC84	zymogen_protease
Q5RCB6	unassigned
Q5RDG8	unassigned
Q5RDJ5	unassigned
Q5RDN7	zymogen_protease
Q5RDP6	unassigned
Q5RE54	unassigned
Q5REC2	convertase
Q5REL2	negative
Q5RES1	convertase
Q5RET9	unassigned
Q5RFD6	zymogen_protease
Q5RJH3	convertase
Q5RLZ1	zymogen_protease
Q5S502	unassigned
Q5SCW5	unassigned
Q5SCW8	unassigned
Q5SCX1	unassigned
Q5SH37	negative_context
Q5SW46	unassigned
Q5T4W7	unassigned
Q5U2V4	zymogen_protease
Q5U2X4	unassigned
Q5U523	unassigned
Q5U901	convertase
Q5U9D2	convertase
Q5UAF1	unassigned
Q5UJG1	unassigned
Q5UJG3	unassigned
Q5UJG7	unassigned
Q5UJH0	unassigned
Q5UJH8	unassigned
Q5UJI7	unassigned
Q5V1D5	zymogen_protease
Q5V1N0	unassigned
Q5V4S6	zymogen_protease
Q5VJ71	zymogen_protease
Q5VJ73	zymogen_protease
Q5VJ74	zymogen_protease
Q5VJ75	zymogen_protease
Q5VJG6	zymogen_protease
Q5VJS9	unassigned
Q5VY80	unassigned
Q5W1L3	convertase
Q5W1L4	convertase
Q5W1L5	convertase
Q5W416	zymogen_protease
Q5W958	unassigned
Q5W959	zymogen_protease
Q5W960	zymogen_protease
Q5W9T8	unassigned
Q5WES5	unassigned
Q5WQV8	unassigned
Q5X878	negative_context
Q5XCS5	unassigned
Q5XGS4	negative_context
Q5XIE8	negative
Q5XIF4	unassigned
Q5XJY4	negative
Q5XLE4	convertase
Q5XVM4	unassigned
Q5XXR2	negative
Q5Y4U2	unassigned
Q5Y4U3	unassigned
Q5Y4U4	unassigned
Q5Y4U5	unassigned
Q5Y4U6	unassigned
Q5Y4U7	unassigned
Q5Y4U8	unassigned
Q5Y4U9	unassigned
Q5Y4V0	unassigned
Q5Y4V1	unassigned
Q5Y4V2	unassigned
Q5Y4V3	unassigned
Q5Y4V4	unassigned
Q5Y4V5	unassigned
Q5Y4V6	unassigned
Q5Y4V7	unassigned
Q5Y4V8	unassigned
Q5Y4V9	unassigned
Q5Y4W0	unassigned
Q5Y4W1	unassigned
Q5Y4W2	unassigned
Q5Y4W3	unassigned
Q5Y4W4	unassigned
Q5Y4W5	unassigned
Q5Y4W6	unassigned
Q5Y4W7	unassigned
Q5Y4W8	unassigned
Q5Y4W9	unassigned
Q5Y4X0	unassigned
Q5Y4X1	unassigned
Q5Y4X2	unassigned
Q5Y4X3	unassigned
Q5Y4X4	unassigned
Q5Y4X5	unassigned
Q5Y4X6	unassigned
Q5Y4X7	unassigned
Q5Y4X9	unassigned
Q5Y4Y0	unassigned
Q5Y4Y1	unassigned
Q5Y4Y2	unassigned
Q5Y4Y3	unassigned
Q5Y4Y4	unassigned
Q5Y4Y5	unassigned
Q5YUX2	zymogen_protease
Q5Z9C8	unassigned
Q60136	zymogen_protease
Q60431	zymogen_protease
Q60468	unassigned
Q60495	negative
Q60506	unassigned
Q60541	convertase
Q60549	convertase
Q60692	zymogen_protease
Q60935	unassigned
Q60943	negative_context
Q60E70	unassigned
Q60HC1	negative
Q60HF6	zymogen_protease
Q60HG6	zymogen_protease
Q60I18	unassigned
Q60S81	negative_context
Q61207	unassigned
Q61247	unassigned
Q61330	unassigned
Q61468	convertase
Q61475	unassigned
Q61495	convertase
Q61503	unassigned
Q61521	unassigned
Q61554	unassigned
Q61555	unassigned
Q61754	zymogen_protease
Q61759	zymogen_protease
Q61826	negative_context
Q61839	convertase
Q61847	zymogen_protease
Q61878	unassigned
Q62005	convertase
Q62170	convertase
Q62361	negative
Q624D2	unassigned
Q62587	convertase
Q62625	unassigned
Q62638	negative_context
Q62682	unassigned
Q62713	unassigned
Q62714	unassigned
Q62715	unassigned
Q62716	unassigned
Q62718	unassigned
Q62813	unassigned
Q62845	unassigned
Q62923	convertase
Q62949	convertase
Q62997	unassigned
Q63064	unassigned
Q63072	unassigned
Q63088	zymogen_protease
Q63189	unassigned
Q63198	unassigned
Q63207	convertase
Q63317	unassigned
Q63341	zymogen_protease
Q63415	convertase
Q634A1	unassigned
Q634M0	zymogen_protease
Q63645	unassigned
Q63691	unassigned
Q63912	unassigned
Q63ZK0	zymogen_protease
Q64171	convertase
Q64194	unassigned
Q641X3	zymogen_protease
Q64230	zymogen_protease
Q64253	unassigned
Q64263	unassigned
Q64277	unassigned
Q64280	unassigned
Q64299	negative_context
Q64339	unassigned
Q64365	unassigned
Q64387	convertase
Q64389	unassigned
Q64411	zymogen_protease
Q64444	unassigned
Q64605	negative_context
Q64610	convertase
Q64K32	zymogen_protease
Q64K33	zymogen_protease
Q64K34	zymogen_protease
Q64K36	zymogen_protease
Q659U5	negative_context
Q65DC2	unassigned
Q65DC4	unassigned
Q65GM5	unassigned
Q65H47	zymogen_protease
Q65UN0	negative_context
Q65VT8	negative_context
Q65Z15	convertase
Q667N8	unassigned
Q66H42	unassigned
Q66IA6	unassigned
Q66S08	unassigned
Q66S13	unassigned
Q66S17	unassigned
Q66S21	unassigned
Q66S25	unassigned
Q67SC7	unassigned
Q67UE8	unassigned
Q689Z7	zymogen_protease
Q68AY9	negative_context
Q68G95	unassigned
Q68GV9	zymogen_protease
Q68KK0	unassigned
Q68LC0	convertase
Q68RJ9	negative
Q68S10	unassigned
Q68S23	unassigned
Q68S26	unassigned
Q68SP4	convertase
Q68Y22	unassigned
Q68Y23	unassigned
Q69F34	zymogen_protease
Q69F35	zymogen_protease
Q69F56	zymogen_protease
Q69F58	zymogen_protease
Q69IF8	zymogen_protease
Q69T51	unassigned
Q69U49	negative_context
Q69Z26	unassigned
Q6ASY2	zymogen_protease
Q6AYE8	unassigned
Q6B4T3	unassigned
Q6B4T4	convertase
Q6B4T5	convertase
Q6B8V0	unassigned
Q6B917	unassigned
Q6B929	unassigned
Q6BEA2	zymogen_protease
Q6BEG6	unassigned
Q6BEG7	unassigned
Q6BIS8	unassigned
Q6BPV1	unassigned
Q6BT31	unassigned
Q6BV42	unassigned
Q6C0J1	unassigned
Q6C794	unassigned
Q6CHU5	unassigned
Q6CMF8	unassigned
Q6CNE0	unassigned
Q6CRM2	unassigned
Q6CXL4	unassigned
Q6D0E2	negative_context
Q6DDP3	unassigned
Q6DGP8	unassigned
Q6DJ00	convertase
Q6DLS0	convertase
Q6DLW5	convertase
Q6DN61	unassigned
Q6DR98	unassigned
Q6DSU1	unassigned
Q6DT45	zymogen_protease
Q6DYE7	convertase
Q6EAN6	unassigned
Q6EBC1	unassigned
Q6ECK6	convertase
Q6EH50	unassigned
Q6EH52	unassigned
Q6ENJ0	unassigned
Q6ENJ4	unassigned
Q6ENJ7	unassigned
Q6ENY0	unassigned
Q6ENY5	unassigned
Q6EW52	unassigned
Q6EW65	unassigned
Q6EW68	unassigned
Q6F125	unassigned
Q6F495	unassigned
Q6FLP9	unassigned
Q6FNB1	unassigned
Q6FT26	unassigned
Q6G8S4	unassigned
Q6GA84	unassigned
Q6GAE3	unassigned
Q6GAG4	zymogen_protease
Q6GB41	zymogen_protease
Q6GEY5	negative_context
Q6GG59	unassigned
Q6GHV5	unassigned
Q6GI14	unassigned
Q6GI34	zymogen_protease
Q6GIK1	zymogen_protease
Q6GLR6	unassigned
Q6GQ29	zymogen_protease
Q6GUL6	unassigned
Q6GXJ1	unassigned
Q6H266	unassigned
Q6H2Z4	negative
Q6H321	zymogen_protease
Q6HD83	unassigned
Q6HDK0	zymogen_protease
Q6ID76	unassigned
Q6IE75	zymogen_protease
Q6IGX9	unassigned
Q6INW9	unassigned
Q6IQ49	unassigned
Q6IRK9	zymogen_protease
Q6ITB0	negative_context
Q6ITZ3	unassigned
Q6IV23	unassigned
Q6IV26	unassigned
Q6IVA5	unassigned
Q6IWA9	negative
Q6IWB1	negative
Q6IWB2	negative
Q6J4G7	negative_context
Q6JLX1	unassigned
Q6JQN2	convertase
Q6L181	zymogen_protease
Q6L3B3	unassigned
Q6L3B5	unassigned
Q6LAD6	zymogen_protease
Q6LWM4	unassigned
Q6LXR6	unassigned
Q6LYT4	unassigned
Q6LZC0	unassigned
Q6LZD4	zymogen_protease
Q6LZM3	unassigned
Q6LZM4	unassigned
Q6LZU5	unassigned
Q6M0N3	unassigned
Q6M0N7	unassigned
Q6MG58	unassigned
Q6MT50	unassigned
Q6NKW9	unassigned
Q6NLD7	unassigned
Q6NLF4	unassigned
Q6NLF7	unassigned
Q6NME6	unassigned
Q6NMF0	negative
Q6NMS3	negative_context
Q6NN00	unassigned
Q6NNL3	unassigned
Q6NPN4	unassigned
Q6NRI5	unassigned
Q6NUJ1	unassigned
Q6NW40	unassigned
Q6NWB6	unassigned
Q6P326	zymogen_protease
Q6P4A8	zymogen_protease
Q6P7A9	unassigned
Q6P8K8	zymogen_protease
Q6PAQ9	unassigned
Q6PFX6	convertase
Q6PHU5	convertase
Q6PN80	unassigned
Q6PN81	convertase
Q6PN82	convertase
Q6PN83	convertase
Q6PN84	convertase
Q6PN85	convertase
Q6PN86	convertase
Q6PN98	zymogen_protease
Q6PPB3	unassigned
Q6PTD0	convertase
Q6PTD1	unassigned
Q6PTD6	unassigned
Q6PTD7	unassigned
Q6PXP0	zymogen_protease
Q6Q252	unassigned
Q6Q473	negative_context
Q6Q5H1	negative
Q6Q7I7	convertase
Q6QLQ9	unassigned
Q6QLR1	unassigned
Q6QLR2	unassigned
Q6QLR3	unassigned
Q6QWR1	unassigned
Q6RUW3	negative
Q6S9C5	negative
Q6SA95	convertase
Q6T178	zymogen_protease
Q6T6H8	unassigned
Q6T6S7	unassigned
Q6T6T2	unassigned
Q6T6T3	unassigned
Q6U8D7	unassigned
Q6UC88	negative_context
Q6UEH6	unassigned
Q6UG02	unassigned
Q6UQ28	unassigned
Q6URK6	convertase
Q6UW15	unassigned
Q6UW60	convertase
Q6UWB4	zymogen_protease
Q6UWM5	unassigned
Q6UWN0	unassigned
Q6UWN5	unassigned
Q6UWR7	unassigned
Q6UX82	unassigned
Q6UXB3	unassigned
Q6V4S5	negative_context
Q6VU70	convertase
Q6W3B0	convertase
Q6WRU0	unassigned
Q6X7V3	convertase
Q6XBF8	zymogen_protease
Q6Y4Q5	zymogen_protease
Q6Y4S4	negative
Q6YBR5	convertase
Q6YGZ1	unassigned
Q6YHK3	unassigned
Q6YK33	convertase
Q6YRC7	unassigned
Q6YXN4	unassigned
Q6YXN9	unassigned
Q6Z232	unassigned
Q6Z4G7	unassigned
Q6Z4G8	unassigned
Q6ZVN8	unassigned
Q6ZXC3	negative
Q70HJ3	zymogen_protease
Q70HJ4	zymogen_protease
Q70IB1	negative_context
Q70KY3	unassigned
Q70Y07	unassigned
Q70Y14	unassigned
Q70Y17	unassigned
Q718F4	convertase
Q71DC3	unassigned
Q71DR4	unassigned
Q71MJ0	negative_context
Q71QH5	zymogen_protease
Q71QH6	zymogen_protease
Q71QH7	zymogen_protease
Q71QH9	zymogen_protease
Q71QI0	unassigned
Q71QI1	zymogen_protease
Q71QI2	zymogen_protease
Q71QI3	zymogen_protease
Q71QI4	zymogen_protease
Q71QI5	zymogen_protease
Q71QI7	zymogen_protease
Q71QI8	zymogen_protease
Q71QJ0	zymogen_protease
Q71QJ1	zymogen_protease
Q71QJ2	zymogen_protease
Q71QJ3	zymogen_protease
Q71QJ4	unassigned
Q71RP1	unassigned
Q71UE8	unassigned
Q71ZD0	unassigned
Q72ZY3	unassigned
Q730L4	zymogen_protease
Q73YW8	zymogen_protease
Q74IL5	unassigned
Q755X2	unassigned
Q756Q3	unassigned
Q75DG6	unassigned
Q75G39	unassigned
Q75N90	unassigned
Q75S48	unassigned
Q75S51	unassigned
Q75SZ9	unassigned
Q75V93	unassigned
Q75V94	convertase
Q75V95	convertase
Q75WG6	unassigned
Q75WG7	convertase
Q75WH2	unassigned
Q75WH3	unassigned
Q75WH4	unassigned
Q75WH5	unassigned
Q75WH6	unassigned
Q765I0	convertase
Q765I1	convertase
Q765I2	convertase
Q765Z4	convertase
Q766C2	zymogen_protease
Q766C3	zymogen_protease
Q766Y7	unassigned
Q769J6	convertase
Q76B45	zymogen_protease
Q76CA0	convertase
Q76CA1	convertase
Q76CA2	unassigned
Q76CA3	convertase
Q76CL2	convertase
Q76DT2	unassigned
Q76IQ4	convertase
Q76KW6	convertase
Q76LX8	convertase
Q78EH2	convertase
Q792G6	negative
Q79AV1	unassigned
Q7A151	unassigned
Q7A654	unassigned
Q7A6A6	zymogen_protease
Q7A6P2	zymogen_protease
Q7AKQ5	zymogen_protease
Q7AP54	unassigned
Q7DLR9	zymogen_protease
Q7DLS1	zymogen_protease
Q7EB72	unassigned
Q7FNT3	unassigned
Q7JFN6	negative
Q7JGL8	unassigned
Q7JGL9	unassigned
Q7JGM0	unassigned
Q7JGM1	unassigned
Q7JGM2	unassigned
Q7JIG6	zymogen_protease
Q7JIH3	unassigned
Q7JIY2	unassigned
Q7JK02	unassigned
Q7K5V2	unassigned
Q7K740	unassigned
Q7KUD5	convertase
Q7LHD1	unassigned
Q7LHG5	negative
Q7M1E7	zymogen_protease
Q7M2Y4	negative
Q7M303	unassigned
Q7M323	zymogen_protease
Q7M334	zymogen_protease
Q7M3B6	negative
Q7M3B8	negative
Q7M3E1	zymogen_protease
Q7M428	negative
Q7M6Z0	unassigned
Q7M761	zymogen_protease
Q7M7A9	unassigned
Q7MXK0	unassigned
Q7NBB0	unassigned
Q7NH81	unassigned
Q7NJX5	unassigned
Q7NQB0	negative_context
Q7PJ76	negative_context
Q7PRX9	negative_context
Q7PTL2	convertase
Q7PYT9	negative_context
Q7Q2T8	zymogen_protease
Q7Q7R8	convertase
Q7RTW8	unassigned
Q7RTY7	zymogen_protease
Q7RTY9	zymogen_protease
Q7RTZ1	zymogen_protease
Q7RYC8	zymogen_protease
Q7RZ85	unassigned
Q7SYF1	zymogen_protease
Q7SZE1	zymogen_protease
Q7SZN0	unassigned
Q7T141	unassigned
Q7T1R0	unassigned
Q7T1R1	unassigned
Q7T229	unassigned
Q7T273	convertase
Q7T293	unassigned
Q7T2Q4	unassigned
Q7T2Q5	unassigned
Q7T3L1	negative
Q7TMD7	convertase
Q7TMR0	zymogen_protease
Q7TNK8	convertase
Q7TPZ8	zymogen_protease
Q7TQ32	unassigned
Q7TQ33	unassigned
Q7TQN2	unassigned
Q7TSB7	negative
Q7TSF0	convertase
Q7TSF1	convertase
Q7TSK2	negative_context
Q7TSK3	negative_context
Q7TSP4	negative_context
Q7TSP5	unassigned
Q7TT47	zymogen_protease
Q7TTH6	unassigned
Q7TTJ7	unassigned
Q7TV59	unassigned
Q7TZ13	zymogen_protease
Q7U4Z3	unassigned
Q7U669	unassigned
Q7U9L1	unassigned
Q7V323	unassigned
Q7V365	unassigned
Q7V4T1	unassigned
Q7V735	unassigned
Q7V7B7	unassigned
Q7V8T1	unassigned
Q7VDR4	unassigned
Q7XR91	unassigned
Q7YJW0	negative_context
Q7YJX6	unassigned
Q7YJY5	unassigned
Q7YJY8	unassigned
Q7YRC3	negative
Q7YRU7	convertase
Q7YT39	unassigned
Q7YWA6	unassigned
Q7YWA7	unassigned
Q7YWA8	unassigned
Q7YWA9	unassigned
Q7YWB0	unassigned
Q7YX32	convertase
Q7YXK5	convertase
Q7YZS9	convertase
Q7Z027	unassigned
Q7Z028	unassigned
Q7Z090	convertase
Q7Z096	convertase
Q7Z0M7	convertase
Q7Z1Y7	zymogen_protease
Q7Z3B1	unassigned
Q7Z442	negative_context
Q7Z4H4	convertase
Q7Z553	unassigned
Q7ZW34	unassigned
Q7ZXZ6	convertase
Q7ZZM2	unassigned
Q800A0	zymogen_protease
Q800F1	negative
Q800I7	convertase
Q800I8	convertase
Q800R2	convertase
Q800R3	convertase
Q800R4	convertase
Q800R9	convertase
Q800Y1	unassigned
Q801Y3	convertase
Q802F0	zymogen_protease
Q803W1	unassigned
Q803Y4	unassigned
Q804X6	convertase
Q805D3	convertase
Q805D5	convertase
Q805D6	convertase
Q805D8	convertase
Q805E9	convertase
Q805F2	zymogen_protease
Q805F3	zymogen_protease
Q80T19	convertase
Q80V42	zymogen_protease
Q80VU4	convertase
Q80WD0	unassigned
Q80WD1	unassigned
Q80YF6	negative_context
Q80Z24	unassigned
Q80ZA0	unassigned
Q80ZQ0	unassigned
Q810H5	convertase
Q811A2	unassigned
Q812G9	unassigned
Q817U4	unassigned
Q818E2	zymogen_protease
Q81BJ6	zymogen_protease
Q81LE8	unassigned
Q81LR5	zymogen_protease
Q828I8	zymogen_protease
Q82JE3	zymogen_protease
Q836X4	unassigned
Q83RD2	unassigned
Q84JN2	negative_context
Q84JV2	unassigned
Q84MC0	unassigned
Q84VZ5	unassigned
Q84W98	negative
Q85AU0	unassigned
Q85BB6	unassigned
Q85BH5	unassigned
Q85C23	unassigned
Q85FM3	unassigned
Q85FN7	unassigned
Q85FY2	unassigned
Q85G59	unassigned
Q85Q99	unassigned
Q85WS3	unassigned
Q85WW6	unassigned
Q85X72	unassigned
Q862A7	negative
Q862Z3	unassigned
Q863C3	convertase
Q865C0	negative_context
Q865F0	negative_context
Q865R1	unassigned
Q867B0	zymogen_protease
Q867B1	negative_context
Q867F4	negative_context
Q867W1	negative
Q868F8	convertase
Q868G6	convertase
Q868M7	unassigned
Q86A85	unassigned
Q86BW2	unassigned
Q86C49	unassigned
Q86C51	convertase
Q86DU6	convertase
Q86FQ0	unassigned
Q86GF7	zymogen_protease
Q86LE4	convertase
Q86LE5	negative_context
Q86MA7	unassigned
Q86N75	negative
Q86QI5	convertase
Q86QN6	convertase
Q86QT2	negative
Q86RA3	convertase
Q86SA8	convertase
Q86SC0	negative
Q86SJ6	convertase
Q86UN2	unassigned
Q86UN3	unassigned
Q86UP0	convertase
Q86UP6	negative_context
Q86UU9	convertase
Q86V40	zymogen_protease
Q86Y78	unassigned
Q86YL7	negative
Q873Y0	unassigned
Q876J3	zymogen_protease
Q877A8	convertase
Q88WN3	unassigned
Q892N6	unassigned
Q899Y1	zymogen_protease
Q89YR9	negative_context
Q8AUU1	convertase
Q8AVA3	unassigned
Q8AVA4	unassigned
Q8AXC7	negative_context
Q8AXR2	convertase
Q8AXR3	convertase
Q8AXW7	unassigned
Q8AXZ4	unassigned
Q8AY45	negative_context
Q8AY50	negative_context
Q8AY78	zymogen_protease
Q8AY79	zymogen_protease
Q8AY80	zymogen_protease
Q8AY81	zymogen_protease
Q8AY82	unassigned
Q8AYD0	convertase
Q8AYR5	convertase
Q8AYR6	convertase
Q8BFS3	convertase
Q8BG41	zymogen_protease
Q8BGN3	unassigned
Q8BGN6	convertase
Q8BH35	unassigned
Q8BH61	zymogen_protease
Q8BJ48	zymogen_protease
Q8BJR6	zymogen_protease
Q8BKV1	unassigned
Q8BLC3	unassigned
Q8BM88	zymogen_protease
Q8BM92	convertase
Q8BPP5	unassigned
Q8BS03	unassigned
Q8BVP6	unassigned
Q8BWU1	unassigned
Q8C1C1	unassigned
Q8C1N8	unassigned
Q8C1P2	unassigned
Q8C255	zymogen_protease
Q8C3Q9	zymogen_protease
Q8C4W3	unassigned
Q8CE23	unassigned
Q8CFV4	unassigned
Q8CFZ4	unassigned
Q8CGR5	zymogen_protease
Q8CGZ9	negative_context
Q8CH34	convertase
Q8CHK2	convertase
Q8CIE6	negative
Q8CIH9	unassigned
Q8CII9	negative_context
Q8CIY2	negative_context
Q8CJY7	unassigned
Q8CS89	unassigned
Q8CT30	unassigned
Q8CVV4	negative_context
Q8CW15	unassigned
Q8CXC9	zymogen_protease
Q8D5G0	negative_context
Q8D7C6	negative_context
Q8D8S3	negative_context
Q8DAM3	negative_context
Q8DI95	negative_context
Q8DIV4	unassigned
Q8DQN5	zymogen_protease
Q8DUQ4	unassigned
Q8DYV5	unassigned
Q8E4G3	unassigned
Q8EPP8	unassigned
Q8EVW5	unassigned
Q8FJ35	negative_context
Q8FJN6	negative_context
Q8GCB2	unassigned
Q8GR90	zymogen_protease
Q8GS39	zymogen_protease
Q8GTM0	unassigned
Q8GUI4	unassigned
Q8GUK4	zymogen_protease
Q8GUL8	unassigned
Q8GWW6	zymogen_protease
Q8GWX9	zymogen_protease
Q8GYS8	unassigned
Q8GZ17	unassigned
Q8H0Q5	unassigned
Q8H6Q0	unassigned
Q8H6Q1	unassigned
Q8HB52	unassigned
Q8HDG8	unassigned
Q8HWE5	unassigned
Q8HWE7	unassigned
Q8HXV2	convertase
Q8HY17	convertase
Q8HY34	negative
Q8HY81	zymogen_protease
Q8HY82	zymogen_protease
Q8HY83	negative_context
Q8HYC2	convertase
Q8HZM6	negative
Q8HZQ3	unassigned
Q8I0U8	unassigned
Q8I1F6	convertase
Q8I1Y4	unassigned
Q8I333	negative_context
Q8I423	unassigned
Q8I6K1	zymogen_protease
Q8I6K2	zymogen_protease
Q8I6R2	unassigned
Q8I6S2	unassigned
Q8I6S3	unassigned
Q8I6T1	unassigned
Q8I6V7	unassigned
Q8I6X9	unassigned
Q8I7X1	convertase
Q8I817	unassigned
Q8I912	zymogen_protease
Q8I913	zymogen_protease
Q8I914	zymogen_protease
Q8I948	negative
Q8IDN0	unassigned
Q8ILP3	unassigned
Q8IS41	unassigned
Q8IS98	unassigned
Q8ISL8	negative_context
Q8IV16	unassigned
Q8IVL8	zymogen_protease
Q8IW00	negative
Q8IWV2	unassigned
Q8IXL6	unassigned
Q8IYP2	negative_context
Q8J0D7	zymogen_protease
Q8J0D9	zymogen_protease
Q8J0P4	unassigned
Q8J136	unassigned
Q8J1Y4	unassigned
Q8J282	unassigned
Q8J2N2	zymogen_protease
Q8J2T0	convertase
Q8J2V8	unassigned
Q8JFB2	unassigned
Q8JFG2	unassigned
Q8JFY4	convertase
Q8JH85	zymogen_protease
Q8JHB9	convertase
Q8JHE1	convertase
Q8JIM3	convertase
Q8JZM4	negative_context
Q8JZQ2	zymogen_protease
Q8JZU2	unassigned
Q8K0E8	negative
Q8K0S5	unassigned
Q8K182	unassigned
Q8K1J5	unassigned
Q8K3U6	convertase
Q8K4P1	convertase
Q8K4P2	convertase
Q8K561	unassigned
Q8KQR1	unassigned
Q8L3C7	zymogen_protease
Q8L6Z5	unassigned
Q8L7D2	zymogen_protease
Q8L7I2	zymogen_protease
Q8L7S6	negative_context
Q8L868	unassigned
Q8L8Q7	unassigned
Q8L8Y3	unassigned
Q8L9H6	negative
Q8L9P8	unassigned
Q8L9T8	unassigned
Q8LAX3	unassigned
Q8LC95	unassigned
Q8LCE4	unassigned
Q8LCN5	unassigned
Q8LD27	zymogen_protease
Q8LD43	unassigned
Q8LD63	unassigned
Q8LDN4	negative
Q8LDW6	unassigned
Q8LE92	unassigned
Q8LEE9	unassigned
Q8LEJ6	unassigned
Q8LEM4	unassigned
Q8LFL4	negative
Q8LG54	unassigned
Q8LPS1	unassigned
Q8LW54	unassigned
Q8M9W3	unassigned
Q8M9W5	unassigned
Q8MA00	unassigned
Q8MI35	convertase
Q8MJ80	convertase
Q8MJC3	zymogen_protease
Q8MJU1	zymogen_protease
Q8MJV4	convertase
Q8MK67	negative
Q8MKI5	zymogen_protease
Q8MLZ7	negative_context
Q8MMH4	unassigned
Q8MMJ7	convertase
Q8MNZ1	zymogen_protease
Q8MP00	convertase
Q8MPY9	convertase
Q8MTX2	convertase
Q8MZM3	zymogen_protease
Q8N109	negative_context
Q8N158	unassigned
Q8N2G4	unassigned
Q8N4T0	convertase
Q8N5G0	negative
Q8N687	convertase
Q8N6Q3	unassigned
Q8N7M5	unassigned
Q8NBL3	negative_context
Q8NFP4	unassigned
Q8NFY4	negative_context
Q8NG41	convertase
Q8NI32	unassigned
Q8NID9	zymogen_protease
Q8NJJ4	unassigned
Q8NJP6	convertase
Q8NK76	negative_context
Q8NK98	zymogen_protease
Q8NK99	zymogen_protease
Q8NKB6	zymogen_protease
Q8NX91	unassigned
Q8NX98	zymogen_protease
Q8NXI6	zymogen_protease
Q8PZ04	zymogen_protease
Q8QFQ3	convertase
Q8QFQ4	unassigned
Q8QFQ5	convertase
Q8QFQ8	unassigned
Q8QFQ9	negative
Q8QFW3	unassigned
Q8QFW4	unassigned
Q8QG86	zymogen_protease
Q8QGA2	convertase
Q8QGH3	convertase
Q8QGP7	unassigned
Q8QHK2	zymogen_protease
Q8QHK3	zymogen_protease
Q8R182	unassigned
Q8R1I2	convertase
Q8R1Q3	negative_context
Q8R1R3	unassigned
Q8R2G4	unassigned
Q8R2I5	negative_context
Q8R2Q8	unassigned
Q8R2S8	negative_context
Q8R422	unassigned
Q8R460	unassigned
Q8R481	unassigned
Q8R4F1	unassigned
Q8R4G0	unassigned
Q8R4H4	convertase
Q8R4K8	zymogen_protease
Q8R4S2	unassigned
Q8R4S4	unassigned
Q8R4S5	unassigned
Q8R4S6	unassigned
Q8R4S7	unassigned
Q8R5G8	unassigned
Q8R5G9	unassigned
Q8RB77	zymogen_protease
Q8RBA7	unassigned
Q8REI3	unassigned
Q8S2W4	unassigned
Q8S8M2	negative
Q8S8N0	negative
Q8S8N1	negative
Q8S8N2	negative
Q8S8N3	negative
Q8S8P7	unassigned
Q8S8X7	unassigned
Q8S8Y4	unassigned
Q8S9J6	zymogen_protease
Q8SQ41	zymogen_protease
Q8SQ46	unassigned
Q8SQD7	convertase
Q8SQG7	unassigned
Q8SQG8	unassigned
Q8SQN7	zymogen_protease
Q8SR11	zymogen_protease
Q8SWI4	unassigned
Q8SXL2	unassigned
Q8T0Y7	negative
Q8T0Z3	unassigned
Q8T112	convertase
Q8T117	unassigned
Q8T1G4	unassigned
Q8T1G5	unassigned
Q8T1G6	unassigned
Q8T3S7	unassigned
Q8T6Z0	unassigned
Q8T9R8	negative
Q8TDM5	unassigned
Q8TFG9	unassigned
Q8TGE1	unassigned
Q8TJB5	zymogen_protease
Q8TL28	zymogen_protease
Q8TW10	zymogen_protease
Q8U125	zymogen_protease
Q8U4C9	zymogen_protease
Q8U7P1	negative_context
Q8UUG0	unassigned
Q8UUG2	unassigned
Q8UUH7	unassigned
Q8UUH8	unassigned
Q8UUH9	unassigned
Q8UUI0	unassigned
Q8UUI1	unassigned
Q8UUI2	unassigned
Q8UUI3	unassigned
Q8UUI4	unassigned
Q8UUK2	zymogen_protease
Q8UUT8	negative
