accession	mechanism
Q9GPQ9	unassigned
Q9GPR2	unassigned
Q9GQV6	unassigned
Q9GQW3	unassigned
Q9GU57	convertase
Q9H3Y0	unassigned
Q9HEZ3	zymogen_protease
Q9HR36	zymogen_protease
Q9I4U2	zymogen_protease
Q9I837	unassigned
Q9I842	unassigned
Q9I843	unassigned
Q9I844	unassigned
Q9I845	unassigned
Q9I846	unassigned
Q9I847	unassigned
Q9I8P2	convertase
Q9I8W9	zymogen_protease
Q9I8X0	zymogen_protease
Q9I900	unassigned
Q9IAX6	zymogen_protease
Q9IAY0	zymogen_protease
Q9IAY1	zymogen_protease
Q9IAY3	zymogen_protease
Q9IAY4	zymogen_protease
Q9J8B9	zymogen_protease
Q9JIA9	zymogen_protease
Q9K5K2	unassigned
Q9K5K8	unassigned
Q9K923	unassigned
Q9KD78	zymogen_protease
Q9KI14	unassigned
Q9LFW3	unassigned
Q9LJ85	unassigned
Q9LK37	unassigned
Q9LLL8	zymogen_protease
Q9LMY9	unassigned
Q9LSD8	unassigned
Q9LT77	zymogen_protease
Q9LT78	zymogen_protease
Q9LTE2	unassigned
Q9LTW9	unassigned
Q9LUM3	zymogen_protease
Q9LX20	zymogen_protease
Q9LZS6	zymogen_protease
Q9M2G1	unassigned
Q9M2K6	unassigned
Q9M4E3	unassigned
Q9M8K5	unassigned
Q9M8T7	unassigned
Q9MA62	unassigned
Q9MAB9	unassigned
Q9MAC1	unassigned
Q9MAP4	zymogen_protease
Q9MTN2	unassigned
Q9MUW1	unassigned
Q9MZE2	unassigned
Q9N0A6	unassigned
Q9N0T2	convertase
Q9N0T3	convertase
Q9N0V5	convertase
Q9N2V2	zymogen_protease
Q9N5R0	convertase
Q9N633	unassigned
Q9N682	unassigned
Q9NDA6	convertase
Q9NDA7	convertase
Q9NFP1	unassigned
Q9NJC4	unassigned
Q9NJC6	unassigned
Q9NJC8	unassigned
Q9NJQ2	convertase
Q9NL82	convertase
Q9NL83	convertase
Q9NPD7	unassigned
Q9P8G3	zymogen_protease
Q9P8J9	unassigned
Q9P8V0	unassigned
Q9P992	zymogen_protease
Q9P996	zymogen_protease
Q9PJV0	unassigned
Q9PT08	unassigned
Q9PT26	zymogen_protease
Q9PT40	unassigned
Q9PT99	convertase
Q9PTA5	unassigned
Q9PTA6	unassigned
Q9PTA7	unassigned
Q9PTL3	zymogen_protease
Q9PTS1	convertase
Q9PU97	unassigned
Q9PUG9	unassigned
Q9PUH0	unassigned
Q9PUH1	unassigned
Q9PUH2	unassigned
Q9PUH3	unassigned
Q9PUH4	unassigned
Q9PUH5	unassigned
Q9PUH6	unassigned
Q9PUH7	unassigned
Q9PUH8	unassigned
Q9PUH9	unassigned
Q9PUI0	unassigned
Q9PUI1	unassigned
Q9PUR1	convertase
Q9PUU8	convertase
Q9PVW7	unassigned
Q9PYY5	zymogen_protease
Q9QXQ6	convertase
Q9QZ25	unassigned
Q9QZE3	zymogen_protease
Q9S0W8	unassigned
Q9S3W5	unassigned
Q9S740	unassigned
Q9SA75	zymogen_protease
Q9SBK8	unassigned
Q9SFF7	unassigned
Q9SH14	unassigned
Q9SHQ8	unassigned
Q9SIL7	unassigned
Q9SIU6	unassigned
Q9SKW7	unassigned
Q9SQN9	unassigned
Q9SQT9	unassigned
Q9SSF0	unassigned
Q9SSG3	unassigned
Q9STF7	zymogen_protease
Q9STH5	unassigned
Q9STL4	zymogen_protease
Q9STQ2	zymogen_protease
Q9SUN6	zymogen_protease
Q9SUV6	unassigned
Q9SV73	unassigned
Q9SVT4	zymogen_protease
Q9SZG4	unassigned
Q9SZV5	zymogen_protease
Q9SZY2	zymogen_protease
Q9SZY3	zymogen_protease
Q9T0K9	unassigned
Q9T4F2	unassigned
Q9TJ82	unassigned
Q9TKZ9	unassigned
Q9TM46	unassigned
Q9TST1	zymogen_protease
Q9TSX8	unassigned
Q9TTC5	unassigned
Q9TTE2	unassigned
Q9TY83	unassigned
Q9TY84	unassigned
Q9U6V9	zymogen_protease
Q9U700	unassigned
Q9U8R2	convertase
Q9URR2	zymogen_protease
Q9UW97	zymogen_protease
Q9UWG6	unassigned
Q9UXF3	zymogen_protease
Q9V0N9	zymogen_protease
Q9V247	zymogen_protease
Q9V253	unassigned
Q9VIH9	unassigned
Q9VT50	convertase
Q9VU58	unassigned
Q9W4Q9	convertase
Q9W6M9	convertase
Q9W7E9	convertase
Q9W7F0	convertase
Q9W7R2	convertase
Q9WGE0	zymogen_protease
Q9WUG6	convertase
Q9WUK5	unassigned
Q9WV41	convertase
Q9X7U2	unassigned
Q9XEC4	zymogen_protease
Q9XHP1	unassigned
Q9XPS4	unassigned
Q9XS77	unassigned
Q9XSD9	unassigned
Q9XSJ6	unassigned
Q9XSM2	zymogen_protease
Q9XT35	convertase
Q9XTD6	zymogen_protease
Q9XVX1	convertase
Q9XZL1	unassigned
Q9Y581	convertase
Q9Y755	zymogen_protease
Q9Y778	zymogen_protease
Q9Y7F7	convertase
Q9Y833	unassigned
Q9YER0	zymogen_protease
Q9YES4	zymogen_protease
Q9YGH3	convertase
Q9YGH4	convertase
Q9YGH5	convertase
Q9YGI6	zymogen_protease
Q9YGJ2	zymogen_protease
Q9YGJ9	zymogen_protease
Q9YH37	unassigned
Q9YH38	unassigned
Q9YMP9	zymogen_protease
Q9YWK4	zymogen_protease
Q9Z1F1	unassigned
Q9ZQ23	unassigned
Q9ZSB0	zymogen_protease
Q9ZSB1	zymogen_protease
Q9ZT17	unassigned
Q9ZUV1	unassigned
Q9ZVC7	unassigned
Q9ZWA8	unassigned
S4UJV1	unassigned
S4UJW3	unassigned
S5FV19	unassigned
S8AKE6	unassigned
T1PQV6	convertase
T1PRE3	convertase
U3U715	unassigned
U5KJC9	convertase
U5KJJ1	convertase
U5KJM4	convertase
U5KJM6	convertase
U5KJT7	convertase
U5KJZ2	convertase
U5YCR8	zymogen_protease
V5IRP6	unassigned
V5V893	convertase
V9ZAY0	zymogen_protease
W4VS16	unassigned
W7DQ33	unassigned
W8W138	zymogen_protease
X5I9Z2	convertase
X5IGW1	convertase
X5IY26	convertase
A0A023IWD9	unassigned
A0A023IWE0	unassigned
A0A023IWE1	unassigned
A0A023IWE2	unassigned
A0A023IWE3	unassigned
A0A023IWG1	unassigned
A0A023IWG2	unassigned
A0A023IWG3	unassigned
A0A023IWG4	unassigned
A0A023IWI4	unassigned
A0A023IWI5	unassigned
A0A023IWI6	unassigned
A0A023IWI8	unassigned
A0A023IWK3	unassigned
A0A023IWK4	unassigned
A0A023IWK5	unassigned
A0A023IWK6	unassigned
A0A023IWK7	unassigned
A0A023IWM4	unassigned
A0A023IWM5	unassigned
A0A023IWM6	unassigned
A0A023IWM7	unassigned
A0A023IWM8	unassigned
A0A023UA23	unassigned
A0A023UBA8	unassigned
A0A023UBX6	unassigned
A0A023UBY3	unassigned
A0A023UCA6	unassigned
A0A023UCC1	unassigned
A0A023VZF1	unassigned
A0A023VZM6	convertase
A0A023VZR2	unassigned
A0A023W082	unassigned
A0A023W090	unassigned
A0A023W0C3	convertase
A0A023W0U0	unassigned
A0A023W0V9	convertase
A0A023W0W9	unassigned
A0A023W123	unassigned
A0A023W145	unassigned
A0A023W163	convertase
A0A023W168	convertase
A0A059U8Y9	convertase
A0A059UI21	unassigned
A0A059UI30	unassigned
A0A067SLB9	unassigned
A0A068B409	unassigned
A0A077DF94	unassigned
A0A0B5A7M7	convertase
A0A0B5A7N1	convertase
A0A0B5A7N5	convertase
A0A0B5A7N8	convertase
A0A0B5A8P8	convertase
A0A0B5A8Q6	convertase
A0A0B5ABD5	convertase
A0A0B5ABD9	convertase
A0A0B5ABE4	convertase
A0A0B5ABE6	convertase
A0A0B5AC98	convertase
A0A0B5ADT9	convertase
A0A0B5ADV0	convertase
A0A0C4G489	unassigned
A0A0C4G5K0	convertase
A0A0E3SVB8	unassigned
A0A0F6QDA5	convertase
A0A0K8TU78	unassigned
A0A0K8TUE2	unassigned
A0A0N7FMT9	convertase
A0A0N9LWM6	convertase
A0A0U5AF03	unassigned
A0A125S9D8	unassigned
A0A125S9D9	unassigned
A0A125S9E0	convertase
A0A125S9E1	unassigned
A0A125S9E2	convertase
A0A125S9E4	unassigned
A0A125S9E5	convertase
A0A125S9E6	convertase
A0A125S9E9	convertase
A0A125S9F0	unassigned
A0A125S9F2	convertase
A0A125S9F3	unassigned
A0A125S9F6	unassigned
A0A125S9F9	convertase
A0A125S9G0	convertase
A0A125S9G2	convertase
A0A125S9G3	convertase
A0A141TBR6	unassigned
A0A142C197	unassigned
A0A193H2U2	convertase
A0A1D0BN92	unassigned
A0A1D0BNA3	convertase
A0A1D0BPK9	convertase
A0A1D0BR67	convertase
A0A1D0BR98	convertase
A0A1D0BRB0	unassigned
A0A1D0BRC1	convertase
A0A1D0BZF5	convertase
A0A1D0BZI2	unassigned
A0A1D0BZZ2	convertase
A0A1D0C0W1	unassigned
A0A1D3IXR7	unassigned
A0A1D3IY23	unassigned
A0A1E1WVR9	unassigned
A0A1P8NVR4	unassigned
A0A1P8NVS2	unassigned
A0A1P8NVS3	unassigned
A0A1P8NVS8	unassigned
A0A1P8NVS9	unassigned
A0A1P8NVU1	unassigned
A0A218QWY8	unassigned
A0A2I6EDL3	convertase
A0A2I6EDL5	convertase
A0A2I6EDL6	convertase
A0A2I6EDL7	convertase
A0A2I6EDM1	unassigned
A0A2I6EDM2	unassigned
A0A2I6EDM5	convertase
A0A2I6EDM9	unassigned
A0A2I6EDN0	unassigned
A0A2I6EDN1	convertase
A0A2I6EDN2	unassigned
A0A2I6EDN3	unassigned
A0A2I6EDN8	unassigned
A0A318	unassigned
A0A348G6J0	unassigned
A0A348G6J1	unassigned
A0A3G1VU73	convertase
A0A3G1VU77	convertase
A0A3G1VU78	convertase
A0A3G1VU81	convertase
A0A3G1VU84	convertase
A0A3G3C7S9	unassigned
A0A3G3C7T2	convertase
A0A3G3C7T9	unassigned
A0A3G3C7W0	convertase
A0A3P8MJV5	convertase
A0A4Y5X186	unassigned
A0A5P9K6A8	convertase
A0A5P9K9Z4	convertase
A0A5Q0MU22	convertase
A0A5Q0MUM5	convertase
A0A5Q0MUT1	convertase
A0A679PF76	unassigned
A0A6B9KZ90	unassigned
A0A6B9L8Y4	unassigned
A0A6B9L900	unassigned
A0A7H0DNA8	unassigned
A0A8U0LTF0	unassigned
A0A8U0LTF5	unassigned
A0A8U0LTY4	unassigned
A0A976XK90	unassigned
A0A976XKR0	unassigned
A0AIY9	unassigned
A0JNB3	unassigned
A0JNL5	unassigned
A0JPW5	unassigned
A0NDK8	convertase
A0Q1T6	unassigned
A0RJ49	unassigned
A0SE59	unassigned
A0SE60	unassigned
A0T099	unassigned
A0T0S8	unassigned
A0ZZ18	unassigned
A1CL82	zymogen_protease
A1CQS1	unassigned
A1CQZ0	zymogen_protease
A1D3N4	unassigned
A1D3V4	zymogen_protease
A1D611	zymogen_protease
A1E9Q7	unassigned
A1E9Z1	unassigned
A1JKC3	unassigned
A1X8B8	unassigned
A1X8B9	unassigned
A1X8C2	unassigned
A1X8C3	unassigned
A1X8C6	unassigned
A1X8D0	unassigned
A1X8D1	unassigned
A1X8D6	unassigned
A1X8D9	unassigned
A1YTN4	unassigned
A2A5I3	unassigned
A2BDG0	unassigned
A2BDG5	unassigned
A2BDG9	unassigned
A2BP71	unassigned
A2BUQ3	unassigned
A2C0A5	unassigned
A2CCL2	unassigned
A2QU58	zymogen_protease
A2RB75	zymogen_protease
A2RLA2	unassigned
A3DBS4	unassigned
A3DT44	unassigned
A3F7X1	convertase
A3F7X2	unassigned
A3GFU8	unassigned
A3KQV2	unassigned
A3PAZ3	unassigned
A4LA70	unassigned
A4QTY2	zymogen_protease
A4TL44	unassigned
A4VUF9	unassigned
A4W0Q0	unassigned
A4WA61	unassigned
A4XJS7	unassigned
A5A3H1	convertase
A5A3H2	convertase
A5A3H3	convertase
A5A3H4	convertase
A5A3H5	convertase
A5DWI6	unassigned
A5DZS4	zymogen_protease
A5GIE8	unassigned
A5GWF4	unassigned
A5I667	unassigned
A5ITG9	unassigned
A5N6K1	unassigned
A5VKS3	unassigned
A6H4Q8	unassigned
A6L3B5	unassigned
A6LHQ6	unassigned
A6LHQ9	unassigned
A6LQR8	unassigned
A6M934	unassigned
A6M938	unassigned
A6MFK9	unassigned
A6MWS7	unassigned
A6MWS8	convertase
A6MWT0	convertase
A6QHI7	unassigned
A6R7B8	zymogen_protease
A6RPU4	unassigned
A6SDT7	zymogen_protease
A6U2B3	unassigned
A6YR40	unassigned
A6YR42	unassigned
A6YRN9	unassigned
A6ZQH2	convertase
A6ZSH9	unassigned
A7F075	zymogen_protease
A7FFL9	unassigned
A7FXU7	unassigned
A7GHK3	unassigned
A7GTC2	unassigned
A7KAL9	unassigned
A7LI90	unassigned
A7LI91	unassigned
A7LI92	unassigned
A7M4E1	unassigned
A7MLT4	unassigned
A7ST80	convertase
A7TLD4	unassigned
A7WLI0	unassigned
A7X362	unassigned
A7X3S0	unassigned
A7X3S2	unassigned
A7X3V0	unassigned
A7X6I5	unassigned
A7Z783	unassigned
A8AWF9	unassigned
A8B5P7	convertase
A8B5Q0	convertase
A8D888	unassigned
A8FFT0	unassigned
A8G2T2	unassigned
A8GI73	unassigned
A8Q8M5	unassigned
A8S6B3	unassigned
A8W7M4	unassigned
A8W7M6	unassigned
A8W7M7	unassigned
A8W7M9	unassigned
A8W7N0	unassigned
A8W7N1	unassigned
A8W7N2	unassigned
A8W7N3	unassigned
A8W7N4	unassigned
A8W7N5	unassigned
A8W7N6	unassigned
A8W7N7	unassigned
A8W7N8	unassigned
A8W7N9	unassigned
A8W7P0	unassigned
A8W7P1	unassigned
A8W7P2	unassigned
A8W7P3	unassigned
A8WTF8	convertase
A8WU84	convertase
A8XLL0	convertase
A8Z2H3	unassigned
A9KMF6	unassigned
A9R3T6	unassigned
A9RAH2	unassigned
A9UH01	unassigned
A9VIR7	unassigned
A9XDG0	unassigned
A9XDG1	unassigned
A9XDG2	unassigned
A9XDG3	unassigned
A9XDG4	unassigned
A9XDG5	unassigned
B0C6Z7	unassigned
B0G186	unassigned
B0JSW8	unassigned
B0K416	unassigned
B0KAC0	unassigned
B0KZ78	unassigned
B0KZ79	unassigned
B0L0Y6	convertase
B0TBW5	unassigned
B0WK43	unassigned
B1AIJ8	unassigned
B1B5J0	convertase
B1IBP4	unassigned
B1ILY6	unassigned
B1IQZ3	unassigned
B1JR58	unassigned
B1KZR4	unassigned
B1NWT3	convertase
B1NWT4	convertase
B1NWT5	convertase
B1NWT7	convertase
B1NWU2	convertase
B1NWU3	convertase
B1NWU4	convertase
B1NWU5	convertase
B1NWU6	convertase
B1P1A0	unassigned
B1P1A2	unassigned
B1P1A9	unassigned
B1P1B6	unassigned
B1P1C0	unassigned
B1P1C1	unassigned
B1P1C2	unassigned
B1P1C8	unassigned
B1P1D0	unassigned
B1P1D2	unassigned
B1P1D3	unassigned
B1P1D5	unassigned
B1P1D6	unassigned
B1P1D8	unassigned
B1P1E8	unassigned
B1P1E9	unassigned
B1P1F2	unassigned
B1P1F6	unassigned
B1P1G5	unassigned
B1P1G6	unassigned
B1P1G7	unassigned
B1P1G9	unassigned
B1P1H0	unassigned
B1P1H1	unassigned
B1P1H5	unassigned
B1P1H6	convertase
B1P1H7	convertase
B1P1H8	unassigned
B1P1H9	unassigned
B1P1I0	unassigned
B1P1I1	unassigned
B1P1I3	unassigned
B1P1I4	unassigned
B1P1J4	unassigned
B1PZN6	unassigned
B1VAF3	unassigned
B1VC86	unassigned
B1WUL2	unassigned
B1XF62	unassigned
B1XMN4	unassigned
B1YJS1	unassigned
B2A6B5	unassigned
B2CI27	unassigned
B2CI28	unassigned
B2CJ57	unassigned
B2CJ87	unassigned
B2G856	unassigned
B2GD71	unassigned
B2IQ02	unassigned
B2J4T9	unassigned
B2KAB7	unassigned
B2KJ30	unassigned
B2TK69	unassigned
B2V0A7	unassigned
B2Y1W5	unassigned
B2ZB96	convertase
B2ZBA0	convertase
B2ZBB6	unassigned
B2ZBB9	unassigned
B2ZBC0	unassigned
B2ZG38	convertase
B2ZYY5	unassigned
B3A0N7	unassigned
B3FIA6	convertase
B3FIN4	unassigned
B3FIQ7	convertase
B3FIS0	unassigned
B3FIS1	convertase
B3FIS2	convertase
B3FIS3	convertase
B3FIS4	convertase
B3FIS5	convertase
B3FIS6	convertase
B3FIS7	convertase
B3FIU2	unassigned
B3H6D0	unassigned
B3IUD8	convertase
B3IUE0	convertase
B3IWF7	convertase
B3IWF8	convertase
B3IWF9	convertase
B3LPD6	unassigned
B3LPW3	convertase
B3QZT2	unassigned
B3VZU1	convertase
B3VZU3	convertase
B3VZU5	convertase
B3VZU6	convertase
B4GBR1	unassigned
B4JVK9	unassigned
B4KSR4	unassigned
B4LP65	unassigned
B4THR7	unassigned
B5A9T0	unassigned
B5E0K3	unassigned
B5E4L9	unassigned
B5LUQ5	unassigned
B5LUQ6	unassigned
B5VL25	convertase
B5ZB18	unassigned
B6DCJ0	unassigned
B6DCJ1	unassigned
B6DCJ3	unassigned
B6DCJ4	unassigned
B6DCJ5	unassigned
B6DCJ6	unassigned
B6DCJ7	unassigned
B6DCJ9	unassigned
B6DCK0	unassigned
B6DCK1	unassigned
B6DCK2	unassigned
B6DCK3	unassigned
B6DCK4	unassigned
B6DCK5	unassigned
B6DCK6	unassigned
B6DCK8	unassigned
B6DCK9	unassigned
B6DCL0	unassigned
B6DCL1	unassigned
B6DCL2	unassigned
B6DCL3	unassigned
B6DCL4	unassigned
B6DCL5	unassigned
B6DCL6	unassigned
B6DCL7	unassigned
B6DCL8	unassigned
B6DCL9	unassigned
B6DCM0	unassigned
B6DCM1	unassigned
B6DCM2	unassigned
B6DCM3	unassigned
B6DCM4	unassigned
B6DCM5	unassigned
B6DCM6	unassigned
B6DCM7	unassigned
B6DCM8	unassigned
B6DCM9	unassigned
B6DCN0	unassigned
B6DCN1	unassigned
B6DCN2	unassigned
B6DCN3	unassigned
B6DCN4	unassigned
B6DCN5	unassigned
B6DCN6	unassigned
B6DCN7	unassigned
B6DCN8	unassigned
B6DCN9	unassigned
B6DCP0	unassigned
B6DCP1	unassigned
B6DCP2	unassigned
B6DCP3	unassigned
B6DCP4	unassigned
B6DCP5	unassigned
B6DCP6	unassigned
B6DCP7	unassigned
B6DCQ0	unassigned
B6DCQ1	unassigned
B6DCQ2	unassigned
B6DCQ3	unassigned
B6DCQ4	unassigned
B6DCQ5	unassigned
B6DCQ6	unassigned
B6DCQ7	unassigned
B6DCQ8	unassigned
B6DCQ9	unassigned
B6DCR0	unassigned
B6DCR1	unassigned
B6DCR2	unassigned
B6DCR3	unassigned
B6DCR4	unassigned
B6DCR5	unassigned
B6DCR6	unassigned
B6DCR7	unassigned
B6DCR8	unassigned
B6DCR9	unassigned
B6DCS0	unassigned
B6DCS1	unassigned
B6DCS2	unassigned
B6DCS3	unassigned
B6DCS4	unassigned
B6DCS5	unassigned
B6DCS6	unassigned
B6DCS7	unassigned
B6DCS8	unassigned
B6DCS9	unassigned
B6DCT0	unassigned
B6DCT1	unassigned
B6DCT2	unassigned
B6DCT4	unassigned
B6DCT5	unassigned
B6DCT6	unassigned
B6DCT7	unassigned
B6DCT8	unassigned
B6DCU0	unassigned
B6DCU1	unassigned
B6DCU2	unassigned
B6DCU3	unassigned
B6DCU4	unassigned
B6DCU5	unassigned
B6DCU6	unassigned
B6DCU7	unassigned
B6DCU8	unassigned
B6DCU9	unassigned
B6DCV0	unassigned
B6DCV1	unassigned
B6DCV2	unassigned
B6DCV3	unassigned
B6DCV4	unassigned
B6DCV5	unassigned
B6DCV6	unassigned
B6DCV7	unassigned
B6DCV8	unassigned
B6DCV9	unassigned
B6DCW0	unassigned
B6DCW1	unassigned
B6DCW2	unassigned
B6DCW3	unassigned
B6DCW4	unassigned
B6DCW5	unassigned
B6DCW6	unassigned
B6DCW7	unassigned
B6DCW8	unassigned
B6DCW9	unassigned
B6DCX0	unassigned
B6DCX1	unassigned
B6DCX2	unassigned
B6DCX4	unassigned
B6DCX5	unassigned
B6DCX6	unassigned
B6DCX7	unassigned
B6DCX8	unassigned
B6DCX9	unassigned
B6DCY0	unassigned
B6DCY2	unassigned
B6DCY3	unassigned
B6DCY4	unassigned
B6DCY5	unassigned
B6DCY6	unassigned
B6DCY7	unassigned
B6DCY8	unassigned
B6DCY9	unassigned
B6DCZ0	unassigned
B6DCZ1	unassigned
B6DCZ2	unassigned
B6DCZ3	unassigned
B6DCZ4	unassigned
B6DCZ5	unassigned
B6DCZ6	unassigned
B6DCZ7	unassigned
B6DCZ8	unassigned
B6DCZ9	unassigned
B6DD00	unassigned
B6DD01	unassigned
B6DD02	unassigned
B6DD03	unassigned
B6DD04	unassigned
B6DD05	unassigned
B6DD06	unassigned
B6DD07	unassigned
B6DD08	unassigned
B6DD09	unassigned
B6DD10	unassigned
B6DD11	unassigned
B6DD12	unassigned
B6DD13	unassigned
B6DD14	unassigned
B6DD15	unassigned
B6DD16	unassigned
B6DD17	unassigned
B6DD18	unassigned
B6DD19	unassigned
B6DD20	unassigned
B6DD21	unassigned
B6DD22	unassigned
B6DD23	unassigned
B6DD24	unassigned
B6DD25	unassigned
B6DD26	unassigned
B6DD27	unassigned
B6DD28	unassigned
B6DD29	unassigned
B6DD30	unassigned
B6DD31	unassigned
B6DD32	unassigned
B6DD33	unassigned
B6DD52	unassigned
B6DD53	unassigned
B6DD54	unassigned
B6DD55	unassigned
B6DD56	unassigned
B6DD57	unassigned
B6DD58	unassigned
B6DD59	unassigned
B6GXZ8	unassigned
B6IB31	unassigned
B6V6L0	unassigned
B7GIR0	unassigned
B7HE75	unassigned
B7HQK0	unassigned
B7IIV4	unassigned
B7JQ28	unassigned
B7JVQ3	unassigned
B7K989	unassigned
B7L5E9	unassigned
B7LZY9	unassigned
B7M9V0	unassigned
B7MV44	unassigned
B7NB47	unassigned
B7NUP2	unassigned
B7URT6	unassigned
B8AN27	unassigned
B8DHK8	unassigned
B8FUS1	unassigned
B8HTR1	unassigned
B8I178	unassigned
B8K1V9	unassigned
B8XH22	unassigned
B8XH33	unassigned
B8XH40	unassigned
B8XH46	unassigned
B8XH50	convertase
B8ZPV1	unassigned
B9DNE8	unassigned
B9DU56	unassigned
B9E020	unassigned
B9IZ18	unassigned
B9MRB7	unassigned
C0H690	convertase
C0H691	convertase
C0H692	convertase
C0H693	convertase
C0H694	convertase
C0HKA4	zymogen_protease
C0HKT5	convertase
C0HKU1	convertase
C0HKU9	convertase
C0HMD3	unassigned
C0KYC3	convertase
C0KYC4	convertase
C0KYC5	convertase
C0KYC6	convertase
C0M7I0	unassigned
C0ME76	unassigned
C0P381	unassigned
C1C7A1	unassigned
C1CE94	unassigned
C1CKH0	unassigned
C1CRK7	unassigned
C1ETN9	unassigned
C1FVW6	unassigned
C1IBZ3	convertase
C1IC04	convertase
C1KIY9	convertase
C1KIZ3	convertase
C1KIZ5	convertase
C1KVI7	unassigned
C3L3J4	unassigned
C3L6X4	unassigned
C3P9C8	unassigned
C4L4N3	unassigned
C4N9P6	convertase
C4YP88	unassigned
C4Z9Z8	unassigned
C4ZY59	unassigned
C5D5G7	unassigned
C5H0C8	convertase
C5H0D9	convertase
C5H0E0	convertase
C5H0E1	convertase
C5H0E2	convertase
C5J893	convertase
C5J897	convertase
C5NZ69	zymogen_protease
C5NZ70	zymogen_protease
C5NZT2	zymogen_protease
C5P1W9	zymogen_protease
C5P5Q3	zymogen_protease
C5P906	zymogen_protease
C5P9H3	zymogen_protease
C5PCX1	zymogen_protease
C5PFR5	zymogen_protease
C5PGK9	zymogen_protease
C6EVG1	convertase
C6EVG2	convertase
C7C1L2	unassigned
C7DQB7	convertase
C7DQB8	convertase
C7DQB9	convertase
C7DQC0	convertase
C7DQC1	convertase
C7DQC2	convertase
C7DQX6	convertase
C7DQX7	convertase
C7DQX8	convertase
C7DQX9	convertase
C7DQY0	unassigned
C7GS61	unassigned
C7T183	unassigned
C7T184	unassigned
C7T186	unassigned
C7T187	unassigned
C7T188	unassigned
C7T1P5	unassigned
C8CK74	unassigned
C8CK75	unassigned
C8CK76	unassigned
C8CK77	unassigned
C8CK78	unassigned
C8CK79	unassigned
C8ZGM3	unassigned
C9E1S2	unassigned
C9X4J0	convertase
D0PX86	convertase
D1MEI9	unassigned
D1MEJ0	unassigned
D1MEJ1	unassigned
D1MEJ2	unassigned
D1MEJ3	unassigned
D2DGD5	unassigned
D2DGD6	unassigned
D2DGD7	convertase
D2DGD8	unassigned
D2DGD9	unassigned
D2XUU4	unassigned
D2XUU5	unassigned
D2XUU6	unassigned
D2XUU7	unassigned
D2XUU8	unassigned
D2XUU9	unassigned
D2XUV0	unassigned
D2XUV1	unassigned
D2Y100	unassigned
D2Y101	unassigned
D2Y102	unassigned
D2Y169	unassigned
D2Y170	unassigned
D2Y172	unassigned
D2Y173	unassigned
D2Y174	unassigned
D2Y1Y4	unassigned
D2Y1Y5	unassigned
D2Y1Y6	unassigned
D2Y1Y7	unassigned
D2Y1Y8	unassigned
D2Y1Y9	unassigned
D2Y1Z0	unassigned
D2Y1Z1	unassigned
D2Y1Z2	unassigned
D2Y1Z3	unassigned
D2Y1Z5	unassigned
D2Y1Z6	unassigned
D2Y1Z9	unassigned
D2Y200	unassigned
D2Y201	unassigned
D2Y202	unassigned
D2Y203	unassigned
D2Y206	unassigned
D2Y213	unassigned
D2Y214	unassigned
D2Y215	unassigned
D2Y216	unassigned
D2Y217	unassigned
D2Y218	unassigned
D2Y219	unassigned
D2Y220	unassigned
D2Y221	unassigned
D2Y222	unassigned
D2Y223	unassigned
D2Y224	unassigned
D2Y225	unassigned
D2Y226	unassigned
D2Y227	unassigned
D2Y229	unassigned
D2Y231	unassigned
D2Y234	unassigned
D2Y235	unassigned
D2Y238	unassigned
D2Y244	unassigned
D2Y245	unassigned
D2Y246	unassigned
D2Y247	unassigned
D2Y252	unassigned
D2Y271	unassigned
D2Y272	unassigned
D2Y273	unassigned
D2Y275	unassigned
D2Y276	unassigned
D2Y277	unassigned
D2Y278	unassigned
D2Y279	unassigned
D2Y280	unassigned
D2Y281	unassigned
D2Y282	unassigned
D2Y283	unassigned
D2Y285	unassigned
D2Y286	unassigned
D2Y287	unassigned
D2Y288	unassigned
D2Y289	unassigned
D2Y290	unassigned
D2Y291	unassigned
D2Y2A0	unassigned
D2Y2A1	unassigned
D2Y2A2	unassigned
D2Y2A3	unassigned
D2Y2A4	unassigned
D2Y2A5	unassigned
D2Y2A6	unassigned
D2Y2A7	unassigned
D2Y2A8	unassigned
D2Y2A9	unassigned
D2Y2B0	unassigned
D2Y2B1	unassigned
D2Y2B2	unassigned
D2Y2B3	unassigned
D2Y2B4	unassigned
D2Y2B5	unassigned
D2Y2B6	unassigned
D2Y2B7	unassigned
D2Y2B8	unassigned
D2Y2B9	unassigned
D2Y2C1	unassigned
D2Y2C2	unassigned
D2Y2C3	unassigned
D2Y2C4	unassigned
D2Y2C6	unassigned
D2Y2C9	unassigned
D2Y2D0	unassigned
D2Y2D4	unassigned
D2Y2D6	unassigned
D2Y2D8	unassigned
D2Y2D9	unassigned
D2Y2F1	unassigned
D2Y2F2	unassigned
D2Y2F3	unassigned
D2Y2F4	unassigned
D2Y2F5	unassigned
D2Y2F6	unassigned
D2Y2F7	unassigned
D2Y2F8	unassigned
D2Y2F9	unassigned
D2Y2G0	unassigned
D2Y2G1	unassigned
D2Y2G2	unassigned
D2Y2G7	unassigned
D2Y2G8	unassigned
D2Y2G9	unassigned
D2Y2H0	unassigned
D2Y2H1	unassigned
D2Y2H2	unassigned
D2Y2H3	unassigned
D2Y2H4	unassigned
D2Y2H5	unassigned
D2Y2H6	unassigned
D2Y2H7	unassigned
D2Y2H8	unassigned
